symbol,strategy_return,buy_hold_return,num_trades,beat_buy_hold
BTCUSDT,13.146875077012844,120.31340052346113,69,False
ETHUSDT,-6.358188748853777,158.78528213359675,76,False
SOLUSDT,-33.08160665303711,4054.13929754085,88,False
BNBUSDT,-73.15995258790548,1434.2195615228634,75,False
PAXGUSDT,30.008928115578758,105.75347685273387,49,False
