symbol,strategy_return,buy_hold_return,num_trades,beat_buy_hold
BTCUSDT,13.998882751085183,120.17767649937663,46,False
ETHUSDT,23.253260390190068,156.129176441536,38,False
SOLUSDT,314.6862536596283,4088.305195157701,37,False
BNBUSDT,136.79420147205974,1435.9913914051706,44,False
PAXGUSDT,58.59500798308594,108.504915221947,46,False
