symbol,avg_daily_volatility_pct,strategy_return,buy_hold_return,num_trades,beat_buy_hold
BTCUSDT,4.4,57.28461569487477,119.52003655432057,14,False
ETHUSDT,5.85,137.54869739750615,153.81433510309915,16,False
SOLUSDT,8.41,-48.04034406564747,3984.180554801585,14,False
BNBUSDT,5.3,40.41197935686844,1411.3179991634945,12,False
PAXGUSDT,1.51,27.82936963690956,106.52453800723949,8,False
